original,augmented,method
"A drama of great power, but some members of the public will leave the theatre believing they have seen a comedy.","A drama of great power, but some members of the audience will leave the theatre believing they have seen a comedy.",back_translation
"while serving sara has a long way to go before it reaches the level of crucifixion in the last powers Austin extravaganza, there is nothing here to match the intermittent moments of inspiration of this film.","While serving sara has a long way to go before it reaches crucifixion level in the latest Austin extravaganza powers, there is nothing here to match the intermittent moments of inspiration of this film.",back_translation
"Everything is stuck in the groove of a new york dating comedy with "" problems "" to simplify.","Everything is stuck in the groove of a New York comedy with ""problems"" to simplify.",back_translation
mandatory breaks and connections do not seem to have much emotional impact on the characters.,Mandatory ruptures and connections do not seem to have much emotional impact on the characters.,back_translation
"It understands, in a way that speaks loud enough of the mechanisms of poverty to transcend rather simplistic cinema.","He understands, in a way that speaks loud enough of the mechanisms of poverty to transcend rather simplistic cinema.",back_translation
"in a 102-minute film, aaliyah gets no more than 20 minutes of screen time.","in a 102-minute film, aaliyah has no more than 20 minutes of screen time.",back_translation
less loaded before and more shaped than the two-hour version published here in 1990 .,less loaded before and more in shape than the two-hour version published here in 1990 .,back_translation
It's really too sincere - the equivalent of a crime movie from a chick movie.,It's really too sincere - the equivalent of a crime movie from a chick movie.,back_translation
"He is sincere to a fault, but, unfortunately, not very convincing or much pleasure.","He is sincere to a mistake, but, unfortunately, not very convincing or a lot of pleasure.",back_translation
The camera's turning!,Camera's running!,back_translation
real Hollywood story.,A real Hollywood story.,back_translation
the dominant feeling is something like nostalgia. ',The dominant feeling is something like nostalgia. ',back_translation
The best dramatic performance of Sandra bulbock to date -lrb- is -rrb- almost enough to lift -lrb- this -rrb- chat-and-mouser-performing--over his painting-by-numbers plot.,Sandra bulbock's best dramatic performance to date -lrb- is -rrb- almost enough to lift -lrb- this -rrb- chat- and-mouser-performing--on her painting-by-numbers plot.,back_translation
A romance?,A romance?,back_translation
I didn't mean it.,I didn't mean it.,back_translation
"in the narrative of a widely unspeakable story, bui chooses to produce something that is ultimately suspiciously familiar.","In the narrative of a story that is largely inexpressible, bui chooses to produce something that is ultimately suspiciously familiar.",back_translation
"Freundlich 's made -lrb- crudup -rrb- a suburban architect, and a cipher.","Freundlich made -lrb- crudup -rrb- a suburban architect, and a number.",back_translation
"It's a bizarre and memorable curiosity mainly for the way it moves away its potentially interesting subject by a banal script, an unimpressive act and an indifferent direction.","It is a strange and memorable curiosity especially for how it moves away its potentially interesting subject by a banal scenario, an unimpressive act and an indifferent direction.",back_translation
"Not to mention a clearer, cleaner goal.",Not to mention a clearer and cleaner goal.,back_translation
"Although uniformly well played, especially by young balesta and galan -lrb- an actor for the first time -rrb- , writer\/director achero manas 's film is schematic and obvious.","Although uniformly well played, especially by young balesta and galan -lrb- an actor for the first time -rrb- , writer\/director achero manas 's film is schematic and obvious.",back_translation
The rebellion of the 1960s was misdirected: you do not fight your culture.,The rebellion of the 1960s was misdirected: you are not fighting your culture.,back_translation
"lohman adapts to the changes required of her, but actress and director Peter kosminsky never manages to break the audience through the wall her character erects","lohman adapts to the changes required of her, but actress and director Peter kosminsky never manages to break the audience through the wall her character erects",back_translation
-lrb- a -rrb- rare film that makes us reassess the basis of our lives and evaluate what is really ours in a world of meaningless activity.,-lrb- a -rrb- rare film that makes us reassess the basis of our lives and evaluate what is really ours in a world of meaningless activity.,back_translation
"both emotional and richly analytical, the encounter cosby-seinfeld alone confirms the serious weight behind this superficially loose documentary, larky.","emotional and richly analytical, the encounter cosby-seinfeld alone confirms the serious weight behind this superficially loose documentary, dumped.",back_translation
dogtown and z-boys more than exposing the roots of the skateboard boom that would become the punk kids revolution. '',dogtown and z-boys more than exposing the roots of the skateboard boom that would become the punk kids revolution. '',back_translation
a wip wordy of a comedy.,A word from a comedy.,back_translation
"some of the ever more distant events that the first writer-director neil burger follows with are terribly convincing, which is a shame, considering Barry's formidable performance.","Some of the events that the first screenwriter-director neil burger is following are terribly convincing, which is a shame, given Barry's tremendous performance.",back_translation
"The film makes strong arguments about the social status of America's indigenous peoples, but there is really only to try to get an emotional tug out of the heart, one that he cannot get.","The film makes strong arguments about the social status of the indigenous peoples of America, but there is really only one thing to try to pull an emotional shot from the heart, one that he cannot get.",back_translation
"You can see where the great bad love is trying to go, but it never does.","You can see where the great bad love is trying to go, but it never does.",back_translation
"the film has generic virtues, and despite much talent involved, seems made by numbers.","The film has generic virtues, and despite a lot of talent involved, seems made by the numbers.",back_translation
the film 'head but far from impenetrable theory suggests that Russians take comfort in their nationalist reality closed.,"the head of the film, but far from the impenetrable theory suggests that the Russians take comfort in their closed nationalist reality.",back_translation
The avary movie never comes out of the shadows of Ellis's book.,Avary's film never comes out of the shadow of Ellis's book.,back_translation
Stuffed by his own solemnity.,Stuffed by his own solemnity.,back_translation
Its juxtaposition of existentialism too crude and gastric gore will forever have you about to crack or vomit.,Its juxtaposition of existentialism too raw and gastric gore will forever have you about to crack or vomit.,back_translation
"a melancholy, emotional film.",a melancholic and emotional film.,back_translation
The limited decors and small confined and dark spaces are also tributes to a classic black film with a low budget.,The limited decors and small confined and dark spaces are also a tribute to a classic black film with a low budget.,back_translation
You could put it on a coffee table anywhere.,You could put it on a coffee table anywhere.,back_translation
nair does not use -lrb- monsoon marriage -rrb- to deplore the loss of culture.,nair does not use -lrb- monsoon marriage -rrb- to deplore the loss of culture.,back_translation
"made for adolescents and commented on as such, this is recommended only for those under 20 ... and then only as a very light rental.","For adolescents and commented as such, this is recommended only for those under 20 ... and then only as a very light rental.",back_translation
"The film certainly has its share of clever moments and biting dialogue, but there is simply not much below its abstract surface.","The film certainly has its share of intelligent moments and biting dialogue, but there is simply not much below its abstract surface.",back_translation
proves that some movie formulas don't need to mingle with -- like the big big-bug movie.,proves that some movie formulas don't need to mingle with -- like the big big-bug movie.,back_translation
"It's jagger's boneless, the sadly fragile delivery that gives the film its bitter sweet bite.","It is Jagger's boneless delivery, sadly fragile, that gives the film its bitter sweet bite.",back_translation
But fans of the show shouldn't consider this a diss.,But the fans of the show shouldn't consider it a diss.,back_translation
"When Mr. Hundert tells us in his narrative that "" it is a story without surprises "" , we agree.","When Mr. Hundert tells us in his account that "" this is a story without surprises "" , we agree.",back_translation
"Although barbershop boasts of some of the hottest and hippest acts of today's world of television, music and stand-up comedy, this film strangely eccentricated a sitcom without shame from the 70s blaxploitation shuck-and-jive.","Although the barber boasts some of the hottest and most trendy acts in today's world of television, music and stand-up comedy, this film has strangely eccentricated a shameless sitcom of the 70s blaxploitation shuck-and-jive.",back_translation
"Sweet house alabama is a stupid movie, but his stupidity is so unrelentingly harmless that he almost wins you at the end.","Sweet house alabama is a stupid movie, but his stupidity is so harmless that he almost wins you at the end.",back_translation
It's a pity the rest is no more convincing.,Too bad the rest is no longer convincing.,back_translation
"more vaudeville show that narrative well built, but on these terms it 'is harmless and actually rather soft.","more vaudeville show that narrative well built, but on these terms it 'is harmless and actually rather soft.",back_translation
"soft, melancholy teen twinkles.","Sweet, melancholy little winks.",back_translation
this kind of cute material and cloister is far from the fort of zhang and it shows.,This kind of cute material and cloister is far from the fort of zhang and it shows.,back_translation
"While the Guzmán refuses to give Pinochet's crimes a political context, his distance from the material is especially admirable.","While the Guzmán refuses to give a political context to the crimes of Pinochet, its distance from the material is particularly admirable.",back_translation
"life or something as it has its share of high points, but it lacks too many opportunities.","life or something like it has its share of high points, but it lacks too many opportunities.",back_translation
an involuntary parody of each teenage film made over the last five years.,an involuntary parody of each adolescent film made over the last five years.,back_translation
"the film has no respect for the laws, political correctness or common decency, but it displays something more important: respect for its flaws, crazy people.","The film has no respect for the laws, the political correctness or the common decency, but it shows something more important: respect for its flaws, crazy people.",back_translation
"It's not a remodeled piece, a guy's story and his weapon, but an admirably idiosyncratic job.","It's not a remodeled piece, the story of a guy and his weapon, but an admirably idiosyncratic job.",back_translation
"collateral damage offers a refund formula and great compensation, but explosions tend to simply hit their brands, pyro-correctly.","Collateral damage offers a refund formula and great compensation, but explosions tend to simply hit their marks, pyro-correctly.",back_translation
"trying to be bold and original, it comes out as only occasionally satirical and never fresh.","trying to be bold and original, it comes out as only occasionally satirical and never fresh.",back_translation
"meandering and glacially paced, and often just dull.","meanders and glacially dredged, and often just boring.",back_translation
His da tay!,His da tay!,back_translation
free of charge.,free of charge.,back_translation
Less a sincere call for the disabled than a beautiful Belgian waffle.,Less a sincere call for the disabled than a beautiful Belgian waffle.,back_translation
a biopic about crane life in the classic tradition but evolves in what has become of us all in the era of video.,a biopic about the life of cranes in the classical tradition but evolves in what has become of us all in the era of video.,back_translation
"blade ii has a brilliant director and charismatic star, but he suffers from the devaluation of creeping vampires.","Blade II has a brilliant director and charismatic star, but he suffers from the devaluation of crawling vampires.",back_translation
"It is a good film, but it is below its aspiration to be a true "" epic "" .","It is a good film, but it is below its aspiration to be a true "" epic "" .",back_translation
And I expect more than a talent as remarkable as director Bruce McCulloch.,And I expect more than just a talent as remarkable as director Bruce McCulloch.,back_translation
What remains is a stew rich in desire.,What remains is a stew rich in desire.,back_translation
"Just say that after seeing this film in imax form, you'll be more familiar with the smallest details of Tom Hanks' face that his wife is.","Just say that after seeing this movie in imax form, you'll be more familiar with the smallest details of Tom Hanks' face that his wife is.",back_translation
"actors pull all stops in almost all scenes, but with decreasing effect.","The actors pull all the stops in almost all the scenes, but with a decreasing effect.",back_translation
""" sophisticated "" viewers who refuse to admit that they do not like it as "" challenges "" for their sophistic colleagues.","""Sophisticated"" viewers who refuse to admit that they don't like it as ""challenges"" for their sophistic colleagues.",back_translation
an image as erratic as its central character.,an image as erratic as its central character.,back_translation
"It may not be as sharp, as spiritual or as true as in the glory days of the weekend and two or three things I know about it, but who else engaged in the cinema today is so conscious of the cultural and moral issues involved in the process?","Perhaps it is not as sharp, as spiritual or true as in the days of glory of the weekend and two or three things I know about it, but who else has become involved in cinema today is so conscious of the cultural and moral issues involved in the process?",back_translation
"with this new rollerball, the sense and sensitivity have been overtaken by what can only be described as robotic sentiment.","with this new rollerball, the sense and sensitivity have been exceeded by what can only be described as a robotic feeling.",back_translation
It's almost like it's a more elaborate bone than a blood-filled film.,It's almost like it's a more elaborate bone than a film full of blood.,back_translation
charming and funny - lrb- but finally stupid -rrb- movie.,charming and funny - lrb- but finally stupid -rrb- movie.,back_translation
"You will laugh at the obviousness of all this or its stupidity or perhaps even its inventiveness, but the point is, you will laugh.","You will laugh at the obviousness of all this or its stupidity or perhaps even its inventiveness, but the fact is, you will laugh.",back_translation
"As well operated and well-intentioned as anything or nothing is, however, the film comes perilously close to being too dark, too pessimistic and too unshakeable for its own good.","As well operated and well-intentioned as anything or nothing is, however, the film comes perilously close to being too dark, too pessimistic and too unshakeable for its own good.",back_translation
your taste for jonah - a movie of vegetarian tales may well depend on your threshold for pop manifestations of holy spirit.,your taste for jonah - a movie of vegetarian tales may well depend on your threshold for pop manifestations of holy spirit.,back_translation
Resident evil is what just took John carpenter's ghosts of March and eliminated beheadings.,Residents' evil is what just took John's March carpenter ghosts and eliminated beheadings.,back_translation
"sometimes this ""blood"" seems as tired as its protagonist ... still, the pulse never disappears completely, and the image crosses the finish line winded but always play.","Sometimes this ""blood"" seems as tired as its protagonist... again, the pulse never disappears completely, and the image crosses the finish line winded but always play.",back_translation
"kenneth branagh 's energetic sweet-and-sour performance as a frustrated playwright only Britannic reason this exaggerated, erratic dramaturgy in which he and his wife unlikely to harden with the madness and education of children in los Angels.",kenneth branagh 's energetic soft-and-sour performance as a playwright frustrated only the British reason this exaggerated and erratic dramaturgy in which he and his wife are not likely to harden with the madness and education of children in los Angels.,back_translation
"Enchanted by the tragedy of low life and liberally seasoned by emotional explosions... what is cruelly lacking, however, is the edge of the wild and lunatic invention that we associate with the best cage act.","Enchanted by the tragedy of low life and widely seasoned by emotional explosions... what is cruelly lacking, however, is the edge of the wild and lunatic invention that we associate with the best act of cage.",back_translation
Those of you who don't believe in santa claus probably also think that the suites can never capture the magic of the original.,Those of you who do not believe in Santa claus probably also think that the suites can never capture the magic of the original.,back_translation
True women have curves that don't offer easy answers.,True women have curves that don't offer easy answers.,back_translation
"Strange, vulgar comedy which is certainly an acquired taste.","Strange, vulgar comedy which is certainly an acquired taste.",back_translation
... will always be recalled for terrorist attacks 9-11.,...will always be recalled for terrorist attacks 9-11.,back_translation
The movies are made of small moments.,The films are made of small moments.,back_translation
"It's not a particularly good movie, but it's not a monster movie either.","It's not a particularly good movie, but it's not a monster movie either.",back_translation
"lan yu is certainly a useful melodrama, but it does not even try the greatness that happy together pulls for -lrb- and shrouds -rrb- .","lan yu is certainly a useful melodrama, but it does not even try the greatness that happy together pulls together for -lrb- and chandeliers -rrb- .",back_translation
as original as a gangster sweating bullets while worrying about a contract on his life.,As original as a gangster sweating bullets while worrying about a contract on his life.,back_translation
a slight pleasure if the adjustment without tooth of a book much better .,a slight pleasure if the adjustment without tooth of a much better book.,back_translation
or your watch's battery is dead.,or the battery of your watch is dead.,back_translation
Epic vampire succeeds as a scary trash of the action-packed of the highest order.,Epic vampire succeeds as a scary trash of the action-packed of the highest order.,back_translation
The case is as predictable as possible.,The case is as predictable as possible.,back_translation
"I realized that no matter how fantastic the reign of fire seemed, its history had no meaning at all.","I realized that no matter how fantastic the reign of fire seemed, its history had no meaning.",back_translation
Walsh this is not quite negotiating the many inconsistencies in Janice's behavior or compensating for them by the simple charm force.,Walsh is not quite negotiating the many inconsistencies in Janice's behavior or compensating for them by the simple charm force.,back_translation
What is the most positive thing that can be said about the new scneider steering vehicle?,What is the most positive thing that can be said about the new Scneider-governing vehicle?,back_translation
succeeds only because Bullock and grant have been made to share the money screen.,only succeeds because Bullock and grant have been made to share the money screen.,back_translation
eric byler 's nuanced pic avoids easy feelings and explanations ...,eric byler 's nuanced pic avoids easy feelings and explanations ...,back_translation
I have two words to say about the reign of fire.,I have two words to say about the reign of fire.,back_translation
The rhythm of the film is very slow -lrb- for obvious reasons -rrb- and this also becomes off-putting.,The rhythm of the film is very slow -lrb- for obvious reasons -rrb- and it also becomes out-of-pocket.,back_translation
A toad that's often clumsy.,A toad that is often clumsy.,back_translation
the date film that Franz Kafka would have made.,the film of the date Franz Kafka would have made.,back_translation
"bisset offers a game performance, but she is unable to save the film.","bisset offers a game performance, but she is unable to save the film.",back_translation
The film should be credited with remembering its victims.,The film should be credited with remembering its victims.,back_translation
"This bloody Sunday lacks clarity, it reconciles itself with a great ardent passion.","This bloody Sunday lacks clarity, it is reconciled with a great ardent passion.",back_translation
"cold and dispersed, minority ratio commands interest almost only as an exercise in magnificent visuals.","cold and dispersed, minority proportion controls interest almost only as an exercise in magnificent visuals.",back_translation
"the results, if not memorable, are at least interesting.","The results, if not memorable, are at least interesting.",back_translation
which is made almost impossible by the events that set the plot in motion.,which is made almost impossible by the events that put the plot in motion.,back_translation
"wyerspoon puts his image of a valley girl to rest, but it's dench that really steals the show.","Wyerspoon puts her image of a girl from the valley at rest, but it's dench that really steals the show.",back_translation
isolated moments of creative madness are finally lost in the fine soup of canned humour.,Isolated moments of creative madness are finally lost in the fine canned humor soup.,back_translation
How I killed my father would be a rarity in Hollywood.,How I killed my father would be a rarity in Hollywood.,back_translation
"No matter how you slice it, mark wahlberg and thandie newton are not hepburn and grant, two cinematic icons with galore chemistry.","No matter how you slice it, mark wahlberg and thandie newton are not hepburn and grant, two cinematic icons with galore chemistry.",back_translation
less about shakespeare than the spawning of fools who saw Quentin tarantino's handful of gangster movies rauque and branched into their own pseudo-witty copycat interpretations.,less on the shakespeare than the spawn of idiots who saw the handful of Quentin tarantino's gangster movies raucous and branched in their own pseudo-witty copycat interpretations.,back_translation
"The scenario seems to have begun to explore the obvious voyeuristic potential of hypertime, but then turned aside when the producers saw the big spy children.","The scenario seems to have started exploring the obvious voyeuristic potential of hypertime, but then turned aside when the producers saw the great spy children.",back_translation
"It envelopes a classic mother\/daughter struggle in recycled paper with a new brilliant arch and while the audience can say that it is not all new, at least it looks pretty.","It wraps a classic mother / girl struggles in recycled paper with a new brilliant arch and while the audience can say that it's not all new, at least it looks pretty.",back_translation
This is another account of Alexandre Dumas' classic.,It's another account of Alexandre Dumas' classic.,back_translation
You might like safe driving -lrb- let it pass -rrb- to be a French subtitled film that lasts 170 minutes.,You may like to drive safely - lrb- let -rrb- pass to be a film subtitled in French that lasts 170 minutes.,back_translation
"If deuces wild had been retouched a cran it would have become a camp adventure, one of those films that 'is so bad it starts to become good.","If deuces wild had been retouched a skull it would have become a camp adventure, one of those movies that 'is so bad it starts to become good.",back_translation
"It's like an old warner brother. costumer jived with sex -- it could be the movie wander flynn always wanted to do, although bet Davids, cast like joan, would have killed him.","It's like an old brother warner. costumer jived with sex -- it could be the movie wanderer flynn always wanted to do, although bet Davids, casting like joan, would have killed him.",back_translation
"it's not particularly subtle ... however, it still manages to build at a terrifying conclusion, so obvious.","It's not particularly subtle ... however, it always manages to build at a terrifying conclusion, so obvious.",back_translation
"extended to 65 minutes for the theatrical release, he still feels a little unfinished.","extended to 65 minutes for the theatrical release, he still feels a little unfinished.",back_translation
The ghosts of tsai ming-liang are painfully aware of their non-being.,The ghosts of tsai ming-liang are painfully aware of their non-being.,back_translation
"Halloween: The resurrection is not exactly a quality cinema, but it is not as terrible as it was.","Halloween: The resurrection is not exactly a quality cinema, but it is not as terrible as it was.",back_translation
It seems that Grant doesn't need floppy hair and self-depreciating dizziness after all.,It seems Grant doesn't need floppy hair and self-depreciating dizziness after all.,back_translation
"works because we're never sure if ohlinger is on the level or just a dying man, delusional trying to get into history books before he bites.","It works because you never know if Ohlinger is at the level or just a dying man, delusional trying to get into history books before biting.",back_translation
"Venezuelans say things like `` if , about '' and `` por favor , go home '' when they speak to Americans.",The Venezuelans say things like ``about '' and `` por favor '' go home '' when they speak to the Americans.,back_translation
"for a film audience, the hours do not connect in a neat way, but introduce characters that illuminate the mysteries of sex, duty and love.","for a film audience, the hours do not connect in a neat way, but present characters that illuminate the mysteries of sex, duty and love.",back_translation
"Insomnia does not become one of these rare remakes to eclipse the original, but it does not dishonor, either.","Insomnia does not become one of these rare remakes to eclipse the original, but it does not dishonor either.",back_translation
"Try the house of hell, which documents the warning Christian spook-a-rama of the same name.","Try the hellhouse, which documents Christian Spook-a-rama's warning of the same name.",back_translation
tennessee williams via oprah 's book club.,tennessee williams via Oprah's book club.,back_translation
"There are a few modest laughs, but certainly no strong sensations.","There are some modest laughs, but certainly no strong sensations.",back_translation
"Almost everything about the film is disturbing, from the presupposed piece of hair worn by the bad father of lai to infinite sequences of action.","Almost everything in the film is disturbing, from the supposed piece of hair worn by the bad lai father to infinite sequences of action.",back_translation
"It doesn't hurt anyone, but I can't think of a very good reason to rush and see him either.","It doesn't hurt anyone, but I don't see a good reason to see it either.",back_translation
"The Trinitarian assembly approaches the effort with a shocking lack of irony, and the documentary by George Ratliff, the house of hell, reflects their seriousness -- which makes for a terrifying film.","The Trinitarian assembly approaches the effort with a shocking lack of irony, and the documentary by George Ratliff, the house of hell, reflects their seriousness, which makes a terrifying film.",back_translation
"everything his title implies, a serial crime drama outside of Tinseltown's assembly line.","Everything her title implies, a serial crime drama outside of Tinseltown's assembly line.",back_translation
"Boldly engineering a collision between b-movie flamboyance tawdry and grand spiritual agonomy, the pink film, faithful to its source material, provides a tenacious demonstration of death as the great equalizer.","The brilliant engineering of a collision between b-movie flamboyant tawdry and great spiritual agonomy, the pink film, faithful to its source material, provides a tenacious demonstration of death as the great equalizer.",back_translation
To expose the ways we are wrong is an hour the real strength of the photo.,Denouncing the ways we're wrong is an hour the real strength of the photo.,back_translation
the heart of the filmmaker is in the right place ...,the heart of the filmmaker is in the right place ...,back_translation
"Jonah is only so-so ... adding a biblical message will either improve the film for you, or it will decrease it.","Jonah is only so-so... adding a biblical message will improve the film for you, or it will decrease it.",back_translation
"a very personal look at the effects of living a dysfunctionally privileged lifestyle, and in the end, we would only have wished that we had spent more time in his world.","a very personal look at the effects of a privileged dysfunctional lifestyle, and in the end, we would only have wished that we had spent more time in his world.",back_translation
"bad in such a strange way that it's almost worth seeing, if only to witness the crazy confluence of purpose and taste.","bad in such a strange way that it is almost worth seeing, if only to witness the crazy confluence of purpose and taste.",back_translation
an ambitious and moving but dark film.,an ambitious and moving but dark film.,back_translation
Only those who are most dependent on the violence filmed in all its forms will find something here to appreciate.,Only those who depend most on the violence filmed in all its forms will find something to appreciate.,back_translation
Strictly in the middle of the road.,Strictly in the middle of the road.,back_translation
I was sent a copy of this movie to comment on dvd.,I was sent a copy of this movie to comment on Dvd.,back_translation
barry sonnenfeld must open the pug great time,barry sonnenfeld must open the pug great time,back_translation
"I would be shocked if there was actually a correct interpretation, but it shouldn't make the film or the discussion less enjoyable.","I would be shocked if there was a correct interpretation, but it shouldn't make the film or discussion less enjoyable.",back_translation
The shadow of the 30-year friendship between two English women is vividly conveyed.,The shadow of the 30-year friendship between two English women is very alive.,back_translation
"In any event, to warn children of the dangers of Ouija paintings, someone should give the same advice to film directors.","Anyway, to warn children of the dangers of Ouija paintings, someone should give the same advice to the directors.",back_translation
The sound of the shots and cell phones ring.,The sound of the shots and cell phones ring.,back_translation
"If you can keep your eyes open in the middle of all the blood and gore, you'll see del Toro brought unexpected gravity to blade ii.","If you can keep your eyes open in the middle of all the blood and gore, you will see del Toro brought unexpected gravity to blade ii.",back_translation
Visually exciting science fiction film that suffers from a missing scenario.,Visually exciting science fiction film that suffers from a missing scenario.,back_translation
Is the truth foreign to fiction?,Is the truth foreign to fiction?,back_translation
This is the type of cascade that the academy likes: a powerful political message imprisoned in a otherwise mediocre film.,This is the type of cascade that the academy likes: a powerful political message imprisoned in a otherwise mediocre film.,back_translation
"some elements of it really blow the big, but other parts are decent.","Some things really blow up the big one, but others are decent.",back_translation
Are you going to go see this movie?,Are you going to go see this movie?,back_translation
... the involvement is kisser may have decided that - when it comes to batoning - it is better to give than to receive.,... the involvement is kisser may have decided that - when it comes to beating - it is better to give than to receive.,back_translation
`` that's all about the image. '',It's all about the image. '',back_translation
"This can be Dover Kosashvili 's feature directing first, but it looks a lot like life -- gritty, clumsy and ironic.","This may be Dover Kosashvili's staging function first, but it looks a lot like life -- gritty, clumsy and ironic.",back_translation
"An enigmatic film that is too intelligent for its own good, it is a riddle that is not worth solving.","An enigmatic film that is too intelligent for its own good, it is a riddle that is not worth solving.",back_translation
"neither a resounding success, nor a blinding embarrassment.","nor a resounding success, nor a blinding embarrassment.",back_translation
"Any intellectual argument being made about the nature of God are framed in such a clumsy drama, there is a real danger the less sophisticated audiences will mistake it for an approval of the very things that bean hates.","Any intellectual argument about the nature of God is framed in such a clumsy drama, there is a real danger that the less sophisticated public is going the mistake for the approval of the very things that hate bean.",back_translation
"both imperfect and delayed, New York's scorcese martin bands always appear as his most vital work since the bonfellas.","imperfect and delayed, New York's scorched martin bands always appear as his most vital work since the bonfellas.",back_translation
"... the age of ice walks in a predictable way along a familiar territory, making it a fair family movie that doesn't earn a lot of fans over the age of 12.","... the age of the ice walks in a predictable way along a familiar territory, making a fair family movie that doesn't win many fans over 12 years old.",back_translation
"when you think you've understood the big game of Bielinsky, it's when you have the most problems: it's the scam, and you're just the mark.","When you think you have understood the big game of Bielinsky, it's when you have the most problems: it's the scam, and you're just the mark.",back_translation
"``13 conversations '' holds his goodwill close, but is relatively slow to come to the point.","``13 conversations '' holds his goodwill close, but is relatively slow to come to the point.",back_translation
"-lrb-rimi's -rrb- matures a little with the spider-man, even if it is one of the easiest white comic toast movies you'll ever see.","- Lrb-rimi -rrb- matures a bit with the spider-man, even if it's one of the easiest white comic toast movies you'll ever see.",back_translation
"East wood wins, clutch his chest and abyss to breathe.","The eastern wood wins, flaming its chest and abyssing it to breathe.",back_translation
And how.,You bet.,back_translation
Not for a while in the company didn't make me want to lie down in a dark room with something cool for my forehead.,Not for a while in the company didn't make me want to lie down in a dark room with something cool for my forehead.,back_translation
Norton's holding the movie together.,Norton's holding the movie together.,back_translation
"Ong chooses to present ah na 's life as a little fairy tale, without weight, whose most unpleasant details seem to melt in the face of the character's optimism.","Ong chooses to present ah na 's life as a little fairy tale, without weight, whose most unpleasant details seem to melt in the face of the character's optimism.",back_translation
"egoyan's work often elegantly considers different levels of reality and uses changing points of view, but here he has built a film so labyrinthin that he goes against his larger objective.","Egoyan's work often looks with elegance at different levels of reality and uses changing points of view, but here he has built a film so labyrinth that he goes against his broader objective.",back_translation
an original little film about the education of a young woman.,an original little film about the education of a young woman.,back_translation
"By the end, you don't care if this cold hearted snake petrovich -lrb- who would be reno -rrb- gets his comeuppance.","In the end, you don't care if that cold snake, petrovich, which would be reno, rb, gets its comeuppance.",back_translation
"Charming, so too complicated...","Charming, too complicated...",back_translation
will certainly delight the plympton legion of fans; others can find 80 minutes of these exhausting shenigans.,will certainly delight the fans' plympton legion; others can find 80 minutes of these exhausting shenigans.,back_translation
"The movie ends up leaning a little too much on grandiose, emotional, rocky moments... but it's such a warm and charming package that you'll feel too happy to talk a lot.","The film ends up relying a little too much on grandiose, emotional, rocky moments... but it's such a warm and charming package that you'll feel too happy to talk a lot.",back_translation
what a large company was ordered to serve such a minute idea.,what a big company was ordered to serve such a small idea.,back_translation
being lamentably gay and loving to read are barely enough.,being lamentably gay and loving to read are barely enough.,back_translation
Director oliver parker works so hard to whip life in the importance of being serious that he probably pulled one or two muscles.,Director Parker works so hard to beat life in the importance of being serious that he probably pulled one or two muscles.,back_translation
"while -lrb- roman coppola -rrb- scores for style, he has dizziness in terms of history.","while -lrb- novel coppola -rrb- scores for style, he has dizziness in terms of history.",back_translation
A little fun.,A little pleasure.,back_translation
"the mistakes of steps take what was otherwise a fascinating story, rivet and send it on the path of the banal.","The mistakes of steps take what was otherwise a fascinating story, rivet and send it on the path of the banal.",back_translation
"boys' esparres, like the succession of blows thrown at guei, uses elements of the more cerebral history, and friendly, plot.","Boys' esparres, such as the succession of shots thrown at waei, use elements of the story more cerebral, and friendly, conspiracy.",back_translation
"while this sweet and touching melodrama will have luvvies in the delights, it is far too light and introspective to attract something wider than a niche audience.","While this sweet and touching melodrama will have luvvies in the delights, it is far too light and introspective to attract something wider than a niche audience.",back_translation
"peralta 's mythmaking could have used a little informed, adult retreat.","Peralta 's mythmaking could have used a little informed, adult retirement.",back_translation
"``the child remains in the picture '' is a great story, terribly told by the man who wrote it but this edition of cliff notes is a cheat.","``the child remains in the image '' is a great story, terribly told by the man who wrote it but this edition of cliff notes is a cheat.",back_translation
"Makes you freak out in top style, even though nakata did it better.","It freaks you out in the top style, even though nakata did it better.",back_translation
""" Snow dogs "" have both.",""" Snow dogs "" have both.",back_translation
Almost.,Almost.,back_translation
There's a chance you won't be either.,There's a chance you won't be either.,back_translation
I saw Juwanna Mann so you wouldn't have to.,I saw Juwanna Mann so you wouldn't have to.,back_translation
"This is my advice, Kevin.","That's my advice, Kevin.",back_translation
It's about time.,It's about time.,back_translation
"shadyac, which belongs to the damnation for perpetration patch adams, trots all the ghost stuff of the sixth sense to the prophecies of matman.","Shadyac, which belongs to the damnation for the perpetration patch Adams, trots all the ghost things of the sixth sense to Matman's prophecies.",back_translation
"Unfortunately, neither sendak nor directors are particularly engaging or articulated.","Unfortunately, neither the sendaks nor the directors are particularly engaged or articulated.",back_translation
"Yes they can swim, the title is simply anne-sophie birot's way of saying that girls find teens difficult to travel.","Yes, they can swim, the title is simply ann-sophie birot the way to say that girls find teenagers difficult to travel.",back_translation
thin period piece.,Slim period piece.,back_translation
"Because eight monsters legged is partly a tribute to them, tarantula and other thrillers b - low budget movie of the 1950s and '60s, the movie is a stupid - lrb- but not sophomoric -rrb - cheating through horror and infernal conditions.","Because eight legged monsters is in part a tribute to them, tarentula and other thrillers b - low-budget film of the 1950s and 1960s, the film is a stupid - lrb- but not sophomoric -rrb - cheating through horror and infernal conditions.",back_translation
The picture doesn't know it's a comedy.,The picture doesn't know it's a comedy.,back_translation
